date,official_outlet_m3s,official_et_mm,official_surq_gen_mm,official_perc_mm,official_latq_mm,official_snopack_mm,official_soil_layer2_C,existing_ft_outlet_m3s,existing_ft_et_mm,existing_ft_surq_gen_mm,existing_ft_perc_mm,existing_ft_latq_mm,existing_ft_snopack_mm,existing_ft_soil_layer2_C,shaw_outlet_m3s,shaw_et_mm,shaw_surq_gen_mm,shaw_perc_mm,shaw_latq_mm,shaw_snopack_mm,shaw_soil_layer2_C
2021-05-04,0.0004984,0.931,0.003,0.089,0.112,0.0,6.746,0.0006487,0.957,0.003,0.089,0.112,0.0,8.763,0.05689,1.646,0.001,0.862,0.0,0.0,10.772
2021-05-05,0.0007151,0.888,8.539,0.092,0.113,0.0,6.972,0.000858,0.911,8.369,0.092,0.113,0.0,9.118,0.05623,2.183,0.224,1.07,0.0,0.0,10.709
2021-05-06,0.0008027,0.867,1.344,0.091,0.114,0.0,6.904,0.0009387,0.889,1.319,0.091,0.114,0.0,7.776,0.05581,2.213,0.008,1.203,0.0,0.0,9.536
2021-05-07,0.0009294,2.01,0.113,0.09,0.114,0.0,6.996,0.001059,2.071,0.112,0.09,0.113,0.0,7.965,0.05557,3.497,0.0,1.276,0.0,0.0,8.574
2021-05-08,0.001057,0.906,0.012,0.089,0.113,0.0,7.254,0.00118,0.93,0.012,0.089,0.113,0.0,9.093,0.05553,1.621,0.0,1.37,0.0,0.0,10.95
2021-05-09,0.001177,1.092,0.001,0.089,0.112,0.0,7.441,0.001294,1.121,0.001,0.089,0.112,0.0,9.295,0.05567,1.813,0.0,1.461,0.0,0.0,11.43
2021-05-10,0.00129,1.412,0.0,0.089,0.11,0.0,7.755,0.001401,1.454,0.0,0.088,0.11,0.0,10.152,0.05583,2.536,0.0,1.477,0.0,0.0,11.553
2021-05-11,0.001397,1.77,0.0,0.088,0.109,0.0,7.771,5.642e-07,1.823,0.0,0.088,0.109,0.0,9.204,0.05588,3.128,0.0,1.422,0.0,0.0,9.357
2021-05-12,7.268e-07,0.963,0.0,0.087,0.108,0.0,7.929,0.0001693,0.989,0.0,0.087,0.107,0.0,9.519,0.05575,1.693,0.0,1.331,0.0,0.0,11.329
2021-05-13,4.736e-07,1.932,0.0,0.087,0.106,0.0,8.279,0.0003283,1.988,0.0,0.086,0.106,0.0,10.659,0.05541,3.148,0.0,1.225,0.0,0.0,11.312
2021-05-14,4.522e-07,2.021,0.0,0.086,0.104,0.0,8.867,4.519e-07,2.079,0.0,0.085,0.104,0.0,12.486,0.05489,3.03,0.0,1.119,0.0,0.0,12.93
2021-05-15,4.355e-07,3.22,0.0,0.084,0.101,0.0,9.467,4.351e-07,3.311,0.0,0.084,0.101,0.0,13.681,0.0542,4.223,0.0,1.019,0.0,0.0,12.663
2021-05-16,4.198e-07,2.505,0.0,0.083,0.098,0.0,9.954,4.193e-07,2.573,0.0,0.083,0.098,0.0,14.011,0.05336,3.577,0.0,0.928,0.0,0.0,13.16
2021-05-17,4.044e-07,3.451,0.0,0.081,0.095,0.0,10.435,4.038e-07,3.543,0.0,0.081,0.094,0.0,14.387,0.0524,4.598,0.0,0.846,0.0,0.0,12.749
2021-05-18,3.878e-07,3.408,0.0,0.08,0.091,0.0,11.044,3.871e-07,3.496,0.0,0.079,0.09,0.0,15.537,0.05135,3.952,0.0,0.772,0.0,0.0,13.967
2021-05-19,3.707e-07,2.288,0.0,0.078,0.087,0.0,11.602,3.699e-07,2.344,0.0,0.078,0.086,0.0,16.1,0.05022,3.198,0.0,0.706,0.0,0.0,14.97
2021-05-20,3.542e-07,2.648,0.0,0.077,0.082,0.0,12.518,3.533e-07,2.711,0.0,0.077,0.082,0.0,18.417,0.04904,3.015,0.0,0.647,0.0,0.0,17.925
2021-05-21,6.731e-06,1.867,0.021,0.076,0.079,0.0,13.535,6.73e-06,1.904,0.021,0.076,0.078,0.0,20.477,0.04781,2.302,0.021,0.595,0.0,0.0,21.157
2021-05-22,2.532e-06,2.217,0.001,0.076,0.076,0.0,14.201,2.531e-06,2.258,0.001,0.076,0.075,0.0,20.371,0.04655,3.016,0.001,0.549,0.0,0.0,20.265
2021-05-23,1.639e-06,1.656,0.0,0.075,0.073,0.0,13.952,1.638e-06,1.675,0.0,0.075,0.072,0.0,15.795,0.04527,2.875,0.0,0.508,0.0,0.0,15.691
2021-05-24,3.066e-07,3.671,0.0,0.075,0.071,0.0,13.605,3.054e-07,3.687,0.0,0.074,0.07,0.0,13.442,0.04398,4.191,0.0,0.471,0.0,0.0,12.532
2021-05-25,5.149e-07,1.814,0.0,0.074,0.068,0.0,13.772,5.136e-07,1.826,0.0,0.073,0.067,0.0,15.059,0.04268,2.072,0.0,0.436,0.0,0.0,16.209
2021-05-26,7.557e-06,3.885,0.027,0.073,0.065,0.0,14.59,7.555e-06,3.908,0.027,0.073,0.064,0.0,19.053,0.0414,4.906,0.027,0.406,0.0,0.0,19.249
2021-05-27,2.726e-07,3.326,0.0,0.072,0.062,0.0,14.063,2.711e-07,3.337,0.0,0.072,0.062,0.0,14.017,0.04011,3.943,0.0,0.379,0.0,0.0,12.835
2021-05-28,2.591e-07,2.774,0.0,0.071,0.059,0.0,13.144,2.576e-07,2.782,0.0,0.071,0.059,0.0,10.12,0.03885,2.917,0.0,0.355,0.0,0.0,9.336
2021-05-29,2.438e-07,4.021,0.0,0.07,0.056,0.0,12.736,2.423e-07,4.033,0.0,0.069,0.055,0.0,10.661,0.0376,3.438,0.0,0.331,0.0,0.0,10.212
2021-05-30,5.736e-06,2.228,0.015,0.068,0.052,0.0,12.395,5.734e-06,2.239,0.015,0.068,0.052,0.0,10.925,0.03638,3.302,0.015,0.31,0.0,0.0,11.276
2021-05-31,1.719e-05,1.869,0.108,0.07,0.051,0.0,12.148,1.719e-05,1.877,0.108,0.07,0.051,0.0,11.252,0.03518,2.61,0.108,0.292,0.0,0.0,11.844
2021-06-01,6.601e-07,3.448,0.0,0.07,0.05,0.0,12.393,6.584e-07,3.466,0.0,0.07,0.05,0.0,13.333,0.03399,4.423,0.0,0.275,0.0,0.0,13.741
2021-06-02,2.113e-07,4.665,0.0,0.069,0.049,0.0,12.891,2.096e-07,4.677,0.0,0.068,0.048,0.0,15.422,0.03284,4.097,0.0,0.26,0.0,0.0,14.886
2021-06-03,1.299e-05,2.481,0.071,0.068,0.047,0.0,13.107,1.298e-05,2.491,0.071,0.068,0.046,0.0,15.514,0.03173,2.927,0.071,0.247,0.0,0.0,15.627
2021-06-04,2.841e-06,3.302,0.002,0.068,0.045,0.0,13.774,2.839e-06,3.315,0.002,0.067,0.044,0.0,17.889,0.03064,3.027,0.002,0.235,0.0,0.0,18.668
2021-06-05,1.474e-05,3.821,0.086,0.069,0.045,0.0,14.473,1.474e-05,3.836,0.086,0.069,0.044,0.0,19.284,0.02959,4.123,0.086,0.224,0.0,0.0,19.235
2021-06-06,1.514e-06,4.914,0.0,0.068,0.044,0.0,15.352,1.512e-06,4.933,0.0,0.067,0.043,0.0,21.104,0.0,4.969,0.0,0.215,0.0,0.0,20.426
2021-06-07,1.824e-07,7.203,0.0,0.066,0.042,0.0,16.279,1.804e-07,7.206,0.0,0.066,0.041,0.0,22.474,0.0,5.147,0.0,0.206,0.0,0.0,19.64
2021-06-08,1.054e-06,3.534,0.0,0.065,0.039,0.0,16.975,1.052e-06,3.5,0.0,0.065,0.039,0.0,22.525,0.0,3.544,0.0,0.197,0.0,0.0,21.662
2021-06-09,5.673e-06,3.513,0.015,0.065,0.038,0.0,17.227,5.672e-06,3.526,0.015,0.065,0.037,0.0,20.609,0.0,4.14,0.015,0.189,0.0,0.0,19.753
2021-06-10,1.584e-07,4.437,0.0,0.065,0.036,0.0,16.914,1.576e-07,4.438,0.0,0.065,0.036,0.0,17.28,0.0,4.809,0.0,0.181,0.0,0.0,15.433
2021-06-11,3.9e-06,3.29,0.006,0.065,0.035,0.0,16.761,3.899e-06,3.301,0.006,0.065,0.035,0.0,16.874,0.0,3.804,0.006,0.173,0.0,0.0,16.571
2021-06-12,1.501e-07,4.72,0.0,0.065,0.034,0.0,16.735,1.496e-07,4.722,0.0,0.065,0.034,0.0,17.019,0.0,4.465,0.0,0.165,0.0,0.0,15.327
2021-06-13,3.676e-07,2.955,0.0,0.065,0.033,0.0,16.891,3.672e-07,2.956,0.0,0.064,0.033,0.0,17.821,0.0,3.228,0.0,0.157,0.0,0.0,17.148
2021-06-14,3.562e-05,2.557,0.287,0.064,0.033,0.0,16.829,3.562e-05,2.564,0.287,0.064,0.033,0.0,17.483,0.0,3.386,0.287,0.151,0.0,0.0,16.362
2021-06-15,6.093e-06,2.865,0.018,0.064,0.032,0.0,16.701,6.092e-06,2.874,0.018,0.064,0.032,0.0,16.791,0.0,3.27,0.018,0.145,0.0,0.0,16.215
2021-06-16,1.412e-07,4.156,0.0,0.064,0.032,0.0,16.28,1.41e-07,4.157,0.0,0.064,0.032,0.0,14.966,0.0,5.056,0.0,0.139,0.0,0.0,13.435
2021-06-17,1.399e-07,4.526,0.0,0.064,0.032,0.0,16.091,1.397e-07,4.528,0.0,0.064,0.031,0.0,15.211,0.0,4.247,0.0,0.134,0.0,0.0,13.548
2021-06-18,6.309e-06,3.424,0.019,0.064,0.031,0.0,16.141,6.309e-06,3.426,0.019,0.064,0.031,0.0,16.37,0.0,4.643,0.019,0.128,0.0,0.0,15.462
2021-06-19,7.189e-06,2.964,0.025,0.064,0.031,0.0,16.378,7.189e-06,2.972,0.025,0.064,0.031,0.0,17.787,0.0,3.683,0.025,0.124,0.0,0.0,17.125
2021-06-20,1.36e-07,4.587,0.0,0.064,0.031,0.0,16.615,1.359e-07,4.588,0.0,0.064,0.03,0.0,18.327,0.0,4.329,0.0,0.12,0.0,0.0,16.321
2021-06-21,4.542e-06,3.502,0.009,0.064,0.03,0.0,17.242,4.542e-06,3.511,0.009,0.063,0.03,0.0,20.345,0.0,3.309,0.009,0.116,0.0,0.0,19.616
2021-06-22,8.507e-06,3.21,0.035,0.063,0.03,0.0,16.892,8.507e-06,3.218,0.035,0.063,0.03,0.0,17.098,0.0,4.568,0.035,0.112,0.0,0.0,15.082
2021-06-23,1.323e-07,5.303,0.0,0.063,0.03,0.0,16.435,1.322e-07,5.303,0.0,0.063,0.029,0.0,15.205,0.0,4.166,0.0,0.109,0.0,0.0,12.467
2021-06-24,1.278e-07,4.805,0.0,0.062,0.029,0.0,16.465,1.275e-07,4.805,0.0,0.062,0.028,0.0,16.26,0.0,2.738,0.0,0.105,0.0,0.0,14.376
2021-06-25,1.197e-07,5.827,0.0,0.06,0.027,0.0,16.763,1.19e-07,5.827,0.0,0.059,0.026,0.0,17.989,0.0,2.285,0.0,0.1,0.0,0.0,16.342
2021-06-26,3.779e-05,4.247,0.309,0.057,0.024,0.0,16.992,3.779e-05,4.258,0.309,0.056,0.024,0.0,18.683,0.0,4.566,0.309,0.097,0.0,0.0,16.902
2021-06-27,1.198e-06,4.389,0.0,0.057,0.022,0.0,17.805,1.197e-06,4.397,0.0,0.056,0.021,0.0,22.353,0.0,4.545,0.0,0.094,0.0,0.0,20.902
2021-06-28,5.289e-07,3.989,0.0,0.057,0.02,0.0,18.455,5.28e-07,3.989,0.0,0.056,0.02,0.0,23.083,0.0,3.22,0.0,0.092,0.0,0.0,22.04
2021-06-29,1.184e-06,3.627,0.0,0.057,0.019,0.0,18.944,1.183e-06,3.636,0.0,0.056,0.018,0.0,22.907,0.0,2.883,0.0,0.09,0.0,0.0,21.725
2021-06-30,1.484e-05,3.243,0.088,0.056,0.018,0.0,19.142,1.484e-05,3.25,0.088,0.056,0.017,0.0,21.669,0.0,3.727,0.088,0.089,0.0,0.0,20.038
2021-07-01,2.955e-07,2.785,0.0,0.056,0.017,0.0,18.986,2.946e-07,2.789,0.0,0.056,0.017,0.0,19.725,0.0,3.397,0.0,0.087,0.0,0.0,18.267
2021-07-02,2.013e-05,3.672,0.137,0.056,0.016,0.0,18.511,2.013e-05,3.679,0.137,0.056,0.016,0.0,17.543,0.0,4.583,0.137,0.084,0.0,0.0,15.64
2021-07-03,2.913e-07,2.344,0.0,0.056,0.016,0.0,17.966,2.905e-07,2.358,0.0,0.056,0.016,0.0,16.024,0.0,3.372,0.0,0.082,0.0,0.0,14.839
2021-07-04,6.955e-08,4.827,0.0,0.056,0.016,0.0,17.626,6.875e-08,4.861,0.0,0.056,0.015,0.0,16.051,0.0,3.447,0.0,0.079,0.0,0.0,13.886
2021-07-05,6.851e-08,7.085,0.0,0.056,0.015,0.0,17.625,6.771e-08,7.136,0.0,0.055,0.015,0.0,17.227,0.0,2.349,0.0,0.076,0.0,0.0,14.888
2021-07-06,1.83e-06,4.197,0.0,0.055,0.015,0.0,18.0,1.829e-06,4.227,0.0,0.055,0.015,0.0,19.503,0.0,1.662,0.0,0.074,0.0,0.0,18.293
2021-07-07,7.252e-07,3.369,0.0,0.054,0.014,0.0,17.575,7.244e-07,3.392,0.0,0.054,0.014,0.0,17.055,0.0,1.522,0.0,0.072,0.0,0.0,14.613
2021-07-08,1.416e-05,4.011,0.082,0.053,0.014,0.0,17.211,1.416e-05,4.039,0.082,0.053,0.014,0.0,16.169,0.0,4.777,0.082,0.071,0.0,0.0,13.942
2021-07-09,3.223e-05,3.563,0.254,0.053,0.013,0.0,16.967,3.223e-05,3.588,0.254,0.053,0.013,0.0,16.155,0.0,4.327,0.254,0.069,0.0,0.0,14.544
2021-07-10,5.68e-08,5.929,0.0,0.053,0.013,0.0,16.932,5.599e-08,5.969,0.0,0.053,0.013,0.0,16.763,0.0,6.222,0.0,0.067,0.0,0.0,13.937
2021-07-11,5.543e-08,4.539,0.0,0.053,0.013,0.0,17.074,5.462e-08,4.57,0.0,0.052,0.012,0.0,17.905,0.0,3.109,0.0,0.065,0.0,0.0,15.674
2021-07-12,2.699e-06,3.642,0.002,0.053,0.012,0.0,17.459,2.698e-06,3.666,0.002,0.052,0.012,0.0,19.561,0.0,1.955,0.002,0.064,0.0,0.0,18.924
2021-07-13,2.477e-06,4.141,0.001,0.053,0.012,0.0,17.604,2.476e-06,4.168,0.001,0.052,0.012,0.0,19.437,0.0,2.454,0.001,0.063,0.0,0.0,17.824
2021-07-14,8.425e-06,3.706,0.035,0.051,0.012,0.0,18.03,8.424e-06,3.73,0.035,0.051,0.011,0.0,20.662,0.0,3.015,0.035,0.062,0.0,0.0,19.802
2021-07-15,4.852e-08,5.917,0.0,0.051,0.011,0.0,18.462,4.769e-08,5.955,0.0,0.05,0.011,0.0,21.314,0.0,2.743,0.0,0.061,0.0,0.0,18.551
2021-07-16,1.146e-06,3.357,0.0,0.049,0.01,0.0,18.516,1.145e-06,3.378,0.0,0.048,0.01,0.0,20.186,0.0,0.945,0.0,0.06,0.0,0.0,18.707
2021-07-17,1.804e-06,3.026,0.0,0.048,0.009,0.0,18.569,1.803e-06,3.045,0.0,0.047,0.009,0.0,19.744,0.0,1.131,0.0,0.059,0.0,0.0,18.787
2021-07-18,5.557e-05,3.195,0.49,0.047,0.009,0.0,18.486,5.557e-05,3.215,0.49,0.047,0.009,0.0,19.152,0.0,3.564,0.489,0.058,0.0,0.0,18.287
2021-07-19,3.59e-08,6.477,0.0,0.047,0.009,0.0,18.582,3.551e-08,6.516,0.0,0.047,0.008,0.0,19.812,0.0,6.578,0.0,0.057,0.0,0.0,16.916
2021-07-20,1.48e-05,3.558,0.088,0.047,0.008,0.0,18.556,1.48e-05,3.571,0.088,0.047,0.008,0.0,19.39,0.0,4.416,0.088,0.056,0.0,0.0,18.125
2021-07-21,8.628e-06,2.823,0.036,0.047,0.008,0.0,18.104,8.627e-06,2.84,0.036,0.047,0.008,0.0,16.939,0.0,4.281,0.036,0.055,0.0,0.0,15.52
2021-07-22,3.249e-08,4.312,0.0,0.047,0.008,0.0,17.947,3.227e-08,4.338,0.0,0.047,0.008,0.0,17.198,0.0,4.334,0.0,0.054,0.0,0.0,15.655
2021-07-23,1.354e-06,4.06,0.0,0.047,0.008,0.0,17.918,1.354e-06,4.084,0.0,0.047,0.007,0.0,17.911,0.0,4.326,0.0,0.052,0.0,0.0,16.89
2021-07-24,3.144e-08,4.817,0.0,0.047,0.007,0.0,17.991,3.127e-08,4.844,0.0,0.046,0.007,0.0,18.553,0.0,3.811,0.0,0.051,0.0,0.0,16.476
2021-07-25,2.648e-05,3.224,0.198,0.047,0.007,0.0,18.212,2.647e-05,3.242,0.198,0.046,0.007,0.0,19.769,0.0,3.561,0.198,0.051,0.0,0.0,18.637
2021-07-26,1.794e-06,3.666,0.0,0.047,0.007,0.0,18.414,1.794e-06,3.686,0.0,0.046,0.007,0.0,20.323,0.0,4.104,0.0,0.05,0.0,0.0,19.005
2021-07-27,3.11e-05,2.916,0.244,0.047,0.008,0.0,18.18,3.11e-05,2.932,0.244,0.046,0.007,0.0,18.333,0.0,3.573,0.244,0.049,0.0,0.0,17.226
2021-07-28,3.049e-08,4.409,0.0,0.047,0.007,0.0,17.948,3.036e-08,4.433,0.0,0.046,0.007,0.0,17.382,0.0,5.561,0.0,0.049,0.0,0.0,15.37
2021-07-29,1.678e-05,4.123,0.106,0.047,0.007,0.0,17.676,1.678e-05,4.146,0.106,0.046,0.007,0.0,16.753,0.0,6.197,0.106,0.048,0.0,0.0,15.106
2021-07-30,4.878e-06,2.496,0.011,0.047,0.007,0.0,17.279,4.878e-06,2.509,0.011,0.046,0.007,0.0,15.82,0.0,3.428,0.011,0.047,0.0,0.0,15.18
2021-07-31,3.02e-08,5.049,0.0,0.047,0.007,0.0,17.03,3.009e-08,5.076,0.0,0.046,0.007,0.0,15.789,0.0,4.73,0.0,0.046,0.0,0.0,13.775
2021-08-01,9.506e-06,3.465,0.043,0.047,0.007,0.0,16.7,9.506e-06,3.483,0.043,0.046,0.007,0.0,15.602,0.0,4.892,0.043,0.045,0.0,0.0,13.861
2021-08-02,3.97e-05,2.639,0.329,0.048,0.009,0.0,16.58,3.97e-05,2.653,0.329,0.047,0.008,0.0,16.428,0.0,2.888,0.329,0.044,0.0,0.0,15.786
2021-08-03,3.326e-08,4.715,0.0,0.048,0.008,0.0,16.633,3.315e-08,4.739,0.0,0.047,0.008,0.0,17.535,0.0,5.157,0.0,0.043,0.0,0.0,15.025
2021-08-04,3.236e-08,4.898,0.0,0.048,0.008,0.0,16.82,3.225e-08,4.923,0.0,0.047,0.008,0.0,18.632,0.0,3.947,0.0,0.042,0.0,0.0,15.447
2021-08-05,3.17e-08,5.511,0.0,0.048,0.008,0.0,17.09,3.159e-08,5.538,0.0,0.047,0.008,0.0,19.539,0.0,4.11,0.0,0.042,0.0,0.0,15.849
2021-08-06,3.121e-08,4.214,0.0,0.048,0.008,0.0,17.413,3.11e-08,4.234,0.0,0.047,0.007,0.0,20.232,0.0,3.514,0.0,0.041,0.0,0.0,17.115
2021-08-07,7.303e-06,3.0,0.027,0.048,0.007,0.0,17.715,7.303e-06,3.014,0.027,0.047,0.007,0.0,20.573,0.0,3.198,0.027,0.041,0.0,0.0,19.054
2021-08-08,4.713e-07,2.847,0.0,0.048,0.007,0.0,18.0,4.712e-07,2.86,0.0,0.047,0.007,0.0,20.828,0.0,2.875,0.0,0.041,0.0,0.0,19.464
2021-08-09,2.507e-07,2.892,0.0,0.048,0.007,0.0,18.436,2.506e-07,2.906,0.0,0.047,0.007,0.0,21.827,0.0,2.319,0.0,0.041,0.0,0.0,20.577
2021-08-10,3.022e-08,5.53,0.0,0.048,0.007,0.0,18.871,3.012e-08,5.556,0.0,0.047,0.007,0.0,22.267,0.0,2.906,0.0,0.041,0.0,0.0,19.247
2021-08-11,9.285e-06,4.43,0.042,0.047,0.007,0.0,19.372,9.285e-06,4.45,0.042,0.046,0.007,0.0,23.031,0.0,3.744,0.042,0.041,0.0,0.0,20.423
2021-08-12,6.911e-07,3.664,0.0,0.047,0.007,0.0,19.764,6.91e-07,3.681,0.0,0.046,0.007,0.0,23.15,0.0,2.072,0.0,0.04,0.0,0.0,20.961
2021-08-13,2.989e-08,5.742,0.0,0.047,0.007,0.0,20.165,2.978e-08,5.762,0.0,0.046,0.007,0.0,23.423,0.0,1.469,0.0,0.04,0.0,0.0,20.397
2021-08-14,1.92e-05,3.872,0.129,0.046,0.007,0.0,19.914,1.92e-05,3.889,0.129,0.045,0.007,0.0,20.843,0.0,5.171,0.129,0.039,0.0,0.0,17.149
2021-08-15,2.934e-08,4.835,0.0,0.046,0.007,0.0,19.386,2.923e-08,4.856,0.0,0.045,0.007,0.0,18.133,0.0,3.572,0.0,0.039,0.0,0.0,14.357
2021-08-16,2.916e-08,2.419,0.0,0.045,0.007,0.0,19.064,2.905e-08,2.438,0.0,0.044,0.007,0.0,17.925,0.0,1.163,0.0,0.038,0.0,0.0,15.332
2021-08-17,3.334e-06,2.26,0.004,0.044,0.007,0.0,18.853,3.334e-06,2.271,0.004,0.043,0.007,0.0,18.27,0.0,1.145,0.004,0.036,0.0,0.0,16.989
2021-08-18,1.105e-05,3.084,0.056,0.044,0.007,0.0,19.074,1.105e-05,3.091,0.056,0.043,0.007,0.0,20.347,0.0,3.092,0.056,0.036,0.0,0.0,18.835
2021-08-19,3.749e-05,3.5,0.307,0.044,0.007,0.0,19.113,3.749e-05,3.514,0.307,0.043,0.007,0.0,20.498,0.0,4.052,0.307,0.035,0.0,0.0,18.193
2021-08-20,4.435e-06,3.075,0.009,0.044,0.007,0.0,19.438,4.435e-06,3.087,0.009,0.043,0.007,0.0,22.289,0.0,3.007,0.009,0.035,0.0,0.0,20.928
2021-08-21,2.793e-08,4.574,0.0,0.044,0.007,0.0,19.862,2.781e-08,4.593,0.0,0.043,0.007,0.0,23.618,0.0,4.143,0.0,0.035,0.0,0.0,20.707
2021-08-22,2.781e-08,7.05,0.0,0.044,0.007,0.0,20.136,2.77e-08,7.079,0.0,0.043,0.007,0.0,23.45,0.0,3.722,0.0,0.035,0.0,0.0,20.022
2021-08-23,2.231e-06,4.037,0.001,0.043,0.007,0.0,20.247,2.231e-06,4.053,0.001,0.042,0.006,0.0,22.645,0.0,3.198,0.001,0.035,0.0,0.0,20.292
2021-08-24,2.759e-08,3.088,0.0,0.043,0.007,0.0,20.45,2.747e-08,3.108,0.0,0.042,0.006,0.0,22.731,0.0,2.528,0.0,0.035,0.0,0.0,19.877
2021-08-25,2.729e-08,3.533,0.0,0.042,0.006,0.0,20.639,2.717e-08,3.556,0.0,0.041,0.006,0.0,22.787,0.0,1.879,0.0,0.035,0.0,0.0,19.722
2021-08-26,2.682e-08,2.857,0.0,0.04,0.006,0.0,20.933,2.67e-08,2.875,0.0,0.039,0.006,0.0,23.43,0.0,1.087,0.0,0.034,0.0,0.0,21.357
2021-08-27,2.624e-08,2.214,0.0,0.039,0.006,0.0,20.443,2.613e-08,2.227,0.0,0.038,0.006,0.0,20.32,0.0,0.771,0.0,0.034,0.0,0.0,18.533
2021-08-28,1.501e-05,2.447,0.09,0.038,0.006,0.0,19.789,1.501e-05,2.457,0.09,0.037,0.006,0.0,18.085,0.0,3.955,0.09,0.034,0.0,0.0,15.663
2021-08-29,8.179e-06,2.322,0.033,0.038,0.006,0.0,19.485,8.179e-06,2.332,0.033,0.037,0.006,0.0,18.336,0.0,2.799,0.033,0.033,0.0,0.0,17.685
2021-08-30,1.104e-05,2.286,0.056,0.038,0.006,0.0,19.557,1.104e-05,2.297,0.056,0.037,0.006,0.0,20.175,0.0,3.514,0.056,0.032,0.0,0.0,19.287
2021-08-31,2.456e-08,4.578,0.0,0.037,0.006,0.0,19.354,2.445e-08,4.602,0.0,0.036,0.006,0.0,19.461,0.0,3.77,0.0,0.032,0.0,0.0,16.344
2021-09-01,4.651e-07,1.049,0.0,0.037,0.006,0.0,18.764,4.649e-07,1.055,0.0,0.036,0.006,0.0,17.527,0.0,1.166,0.0,0.031,0.0,0.0,15.737
2021-09-02,1.126e-06,0.842,0.0,0.037,0.006,0.0,18.051,1.126e-06,0.847,0.0,0.036,0.006,0.0,15.832,0.0,0.922,0.0,0.031,0.0,0.0,14.649
2021-09-03,2.398e-08,1.193,0.0,0.037,0.006,0.0,17.63,2.387e-08,1.202,0.0,0.036,0.006,0.0,16.216,0.0,0.671,0.0,0.03,0.0,0.0,15.515
2021-09-04,2.383e-08,1.268,0.0,0.037,0.006,0.0,17.3,2.372e-08,1.277,0.0,0.036,0.006,0.0,16.648,0.0,0.382,0.0,0.029,0.0,0.0,15.92
2021-09-05,4.211e-06,0.825,0.008,0.037,0.006,0.0,17.124,4.211e-06,0.83,0.008,0.035,0.005,0.0,17.311,0.0,1.201,0.008,0.029,0.0,0.0,16.336
2021-09-06,1.501e-05,0.818,0.09,0.036,0.006,0.0,16.819,1.501e-05,0.823,0.09,0.035,0.005,0.0,16.792,0.0,1.966,0.09,0.029,0.0,0.0,15.237
2021-09-07,2.351e-08,1.503,0.0,0.036,0.006,0.0,16.601,2.339e-08,1.513,0.0,0.035,0.005,0.0,16.821,0.0,2.734,0.0,0.028,0.0,0.0,14.475
2021-09-08,5.49e-05,1.108,0.484,0.036,0.007,0.0,16.607,5.49e-05,1.115,0.484,0.035,0.006,0.0,17.948,0.0,2.29,0.482,0.028,0.0,0.0,17.237
2021-09-09,1.237e-05,0.911,0.067,0.036,0.007,0.0,16.524,1.237e-05,0.916,0.067,0.035,0.007,0.0,17.812,0.0,1.767,0.067,0.028,0.0,0.0,17.316
2021-09-10,5.76e-06,0.821,0.016,0.036,0.007,0.0,16.017,5.76e-06,0.826,0.016,0.035,0.007,0.0,15.434,0.0,2.221,0.016,0.028,0.0,0.0,14.282
2021-09-11,2.491e-07,0.835,0.0,0.036,0.007,0.0,15.754,2.49e-07,0.84,0.0,0.035,0.007,0.0,15.696,0.0,1.496,0.0,0.028,0.0,0.0,15.613
2021-09-12,2.723e-08,1.361,0.0,0.036,0.007,0.0,15.752,2.711e-08,1.369,0.0,0.035,0.006,0.0,16.996,0.0,2.271,0.0,0.027,0.0,0.0,15.982
2021-09-13,2.009e-06,1.445,0.001,0.036,0.006,0.0,15.57,2.009e-06,1.454,0.001,0.035,0.006,0.0,16.447,0.0,2.705,0.001,0.027,0.0,0.0,14.412
2021-09-14,2.532e-08,1.28,0.0,0.036,0.006,0.0,15.293,2.521e-08,1.288,0.0,0.035,0.006,0.0,15.717,0.0,2.353,0.0,0.027,0.0,0.0,13.866
2021-09-15,6.412e-05,0.802,0.558,0.046,0.015,0.0,15.207,6.394e-05,0.806,0.558,0.045,0.015,0.0,16.249,0.0,1.606,0.549,0.027,0.0,0.0,16.096
2021-09-16,3.199e-06,1.056,0.0,0.046,0.013,0.0,15.035,3.103e-06,1.062,0.0,0.045,0.013,0.0,16.01,0.0,2.436,0.0,0.027,0.0,0.0,15.04
2021-09-17,7.494e-07,2.29,0.0,0.046,0.011,0.0,15.148,7.007e-07,2.305,0.0,0.045,0.011,0.0,17.313,0.0,3.068,0.0,0.027,0.0,0.0,15.051
2021-09-18,3.991e-07,1.552,0.0,0.046,0.01,0.0,14.968,3.743e-07,1.562,0.0,0.045,0.01,0.0,16.261,0.0,2.607,0.0,0.027,0.0,0.0,13.617
2021-09-19,2.201e-07,1.123,0.0,0.046,0.009,0.0,14.522,2.075e-07,1.13,0.0,0.045,0.009,0.0,14.43,0.0,2.211,0.0,0.027,0.0,0.0,12.383
2021-09-20,1.284e-07,1.294,0.0,0.046,0.009,0.0,14.375,1.219e-07,1.302,0.0,0.045,0.008,0.0,15.151,0.0,2.136,0.0,0.026,0.0,0.0,13.625
2021-09-21,7.423e-07,0.862,0.0,0.046,0.008,0.0,14.579,7.39e-07,0.867,0.0,0.045,0.008,0.0,16.969,0.0,1.323,0.0,0.025,0.0,0.0,16.326
