date,official_outlet_m3s,official_et_mm,official_surq_gen_mm,official_perc_mm,official_latq_mm,official_snopack_mm,official_soil_layer2_C,existing_ft_outlet_m3s,existing_ft_et_mm,existing_ft_surq_gen_mm,existing_ft_perc_mm,existing_ft_latq_mm,existing_ft_snopack_mm,existing_ft_soil_layer2_C,shaw_outlet_m3s,shaw_et_mm,shaw_surq_gen_mm,shaw_perc_mm,shaw_latq_mm,shaw_snopack_mm,shaw_soil_layer2_C
2021-09-22,2.772e-07,0.879,0.0,0.046,0.008,0.0,14.926,2.754e-07,0.884,0.0,0.045,0.008,0.0,18.501,0.0,1.435,0.0,0.026,0.0,0.0,17.723
2021-09-23,2.644e-07,1.284,0.0,0.046,0.008,0.0,15.61,2.635e-07,1.291,0.0,0.045,0.007,0.0,20.905,0.0,1.98,0.0,0.026,0.0,0.0,19.539
2021-09-24,2.749e-05,0.865,0.188,0.047,0.009,0.0,15.524,2.749e-05,0.869,0.188,0.046,0.009,0.0,18.37,0.0,2.343,0.188,0.027,0.0,0.0,16.369
2021-09-25,1.107e-06,2.531,0.0,0.047,0.008,0.0,15.289,1.105e-06,2.545,0.0,0.046,0.008,0.0,16.554,0.0,4.084,0.0,0.028,0.0,0.0,13.131
2021-09-26,5.78e-07,2.159,0.0,0.047,0.008,0.0,14.973,5.77e-07,2.171,0.0,0.046,0.008,0.0,15.3,0.0,2.99,0.0,0.027,0.0,0.0,12.134
2021-09-27,4.289e-06,0.815,0.007,0.047,0.008,0.0,14.504,4.289e-06,0.819,0.007,0.046,0.008,0.0,13.79,0.0,1.973,0.007,0.025,0.0,0.0,12.026
2021-09-28,6.2e-07,0.736,0.0,0.047,0.008,0.0,13.806,6.196e-07,0.739,0.0,0.046,0.007,0.0,11.77,0.0,1.739,0.0,0.024,0.0,0.0,10.646
2021-09-29,3.266e-07,0.556,0.0,0.047,0.007,0.0,13.056,3.264e-07,0.559,0.0,0.046,0.007,0.0,10.241,0.0,1.44,0.0,0.023,0.0,0.0,9.584
2021-09-30,5.098e-07,0.671,0.0,0.047,0.007,0.0,12.567,5.096e-07,0.674,0.0,0.046,0.007,0.0,10.643,0.0,1.362,0.0,0.022,0.0,0.0,10.438
2021-10-01,5.009e-08,1.989,0.0,0.047,0.007,0.0,12.066,4.993e-08,2.0,0.0,0.046,0.007,0.0,10.937,0.0,2.178,0.0,0.022,0.0,0.0,8.034
2021-10-02,3.033e-05,0.355,0.205,0.049,0.009,0.0,11.709,3.032e-05,0.356,0.205,0.048,0.009,0.0,10.961,0.0,0.629,0.205,0.021,0.0,0.0,9.359
2021-10-03,1.198e-05,0.927,0.038,0.05,0.01,0.0,11.552,1.198e-05,0.931,0.038,0.049,0.01,0.0,11.956,0.0,2.141,0.038,0.02,0.0,0.0,9.874
2021-10-04,1.627e-06,1.977,0.0,0.05,0.01,0.0,11.406,1.626e-06,1.986,0.0,0.049,0.01,0.0,12.54,0.0,2.058,0.0,0.02,0.0,0.0,9.146
2021-10-05,8.467e-07,1.02,0.0,0.05,0.01,0.0,11.344,8.457e-07,1.025,0.0,0.049,0.01,0.0,12.967,0.0,1.121,0.0,0.02,0.0,0.0,10.239
2021-10-06,4.503e-07,1.479,0.0,0.05,0.01,0.0,11.33,4.494e-07,1.486,0.0,0.049,0.009,0.0,13.772,0.0,1.36,0.0,0.019,0.0,0.0,10.645
2021-10-07,2.488e-07,1.044,0.0,0.05,0.01,0.0,11.326,2.479e-07,1.049,0.0,0.049,0.009,0.0,14.174,0.0,1.113,0.0,0.019,0.0,0.0,11.364
2021-10-08,1.463e-07,2.552,0.0,0.05,0.009,0.0,11.367,1.455e-07,2.563,0.0,0.049,0.009,0.0,14.626,0.0,2.404,0.0,0.02,0.0,0.0,10.434
2021-10-09,9.415e-08,2.08,0.0,0.05,0.009,0.0,11.438,9.328e-08,2.09,0.0,0.049,0.009,0.0,14.578,0.0,1.893,0.0,0.02,0.0,0.0,10.473
2021-10-10,4.254e-06,0.386,0.008,0.05,0.009,0.0,11.468,4.254e-06,0.387,0.008,0.049,0.009,0.0,14.293,0.0,0.549,0.008,0.02,0.0,0.0,12.069
2021-10-11,3.139e-06,0.414,0.003,0.05,0.009,0.0,11.768,3.138e-06,0.416,0.003,0.049,0.009,0.0,15.632,0.0,0.526,0.003,0.02,0.0,0.0,13.942
2021-10-12,4.876e-07,0.517,0.0,0.05,0.009,0.0,12.099,4.867e-07,0.518,0.0,0.049,0.009,0.0,16.765,0.0,0.495,0.0,0.02,0.0,0.0,15.077
2021-10-13,2.636e-07,0.644,0.0,0.05,0.009,0.0,12.363,2.627e-07,0.646,0.0,0.049,0.009,0.0,16.829,0.0,0.931,0.0,0.021,0.0,0.0,14.59
2021-10-14,4.13e-08,1.266,0.0,0.05,0.009,0.0,12.634,4.038e-08,1.272,0.0,0.049,0.009,0.0,16.569,0.0,1.457,0.0,0.021,0.0,0.0,13.353
2021-10-15,1.142e-06,0.471,0.0,0.05,0.009,0.0,12.9,1.141e-06,0.473,0.0,0.049,0.009,0.0,16.9,0.0,0.511,0.0,0.021,0.0,0.0,14.753
2021-10-16,5.129e-05,0.616,0.384,0.055,0.014,0.0,12.856,5.128e-05,0.618,0.384,0.053,0.013,0.0,15.901,0.0,1.077,0.384,0.021,0.0,0.0,13.735
2021-10-17,3.125e-05,0.336,0.173,0.059,0.018,0.0,12.363,3.124e-05,0.337,0.173,0.058,0.018,0.0,12.624,0.0,0.971,0.173,0.021,0.0,0.0,10.676
2021-10-18,4.489e-06,0.301,0.0,0.059,0.019,0.0,11.683,4.487e-06,0.302,0.0,0.058,0.019,0.0,10.075,0.0,0.827,0.0,0.021,0.0,0.0,8.621
2021-10-19,1.26e-05,0.29,0.04,0.061,0.022,0.0,11.01,1.259e-05,0.291,0.04,0.059,0.022,0.0,8.862,0.0,0.73,0.04,0.019,0.0,0.0,7.785
2021-10-20,3.03e-06,0.861,0.0,0.061,0.023,0.0,10.625,3.029e-06,0.864,0.0,0.059,0.023,0.0,10.237,0.0,1.554,0.0,0.018,0.0,0.0,8.638
2021-10-21,1.625e-05,0.468,0.073,0.063,0.026,0.0,10.586,1.625e-05,0.47,0.073,0.062,0.026,0.0,11.545,0.0,0.76,0.073,0.017,0.0,0.0,9.934
2021-10-22,2.933e-05,0.476,0.168,0.068,0.032,0.0,10.14,2.933e-05,0.477,0.168,0.066,0.031,0.0,10.419,0.0,1.268,0.168,0.017,0.0,0.0,8.754
2021-10-23,3.341e-06,0.388,0.0,0.067,0.036,0.0,9.329,3.339e-06,0.39,0.0,0.066,0.035,0.0,7.301,0.0,1.327,0.0,0.017,0.0,0.0,5.786
2021-10-24,1.677e-06,1.22,0.0,0.067,0.038,0.0,8.703,1.675e-06,1.224,0.0,0.066,0.037,0.0,7.059,0.0,1.434,0.0,0.016,0.0,0.0,5.129
2021-10-25,1.503e-05,0.243,0.067,0.069,0.042,0.0,8.229,1.502e-05,0.244,0.067,0.068,0.041,0.0,6.835,0.0,0.61,0.067,0.015,0.0,0.0,5.859
2021-10-26,2.442e-05,0.301,0.131,0.073,0.048,0.0,8.196,2.442e-05,0.302,0.131,0.072,0.047,0.0,8.831,0.0,0.456,0.131,0.014,0.0,0.0,8.065
2021-10-27,6.481e-06,0.286,0.004,0.074,0.052,0.0,7.925,6.478e-06,0.287,0.004,0.072,0.051,0.0,8.529,0.0,0.609,0.004,0.014,0.0,0.0,7.675
2021-10-28,1.745e-06,1.341,0.0,0.073,0.055,0.0,7.465,1.743e-06,1.345,0.0,0.072,0.054,0.0,7.329,0.0,2.105,0.0,0.014,0.0,0.0,5.173
2021-10-29,1.021e-06,1.576,0.0,0.073,0.057,0.0,7.171,1.018e-06,1.581,0.0,0.072,0.056,0.0,7.656,0.0,1.474,0.0,0.014,0.0,0.0,5.348
2021-10-30,2.99e-05,0.584,0.188,0.077,0.062,0.0,7.033,2.989e-05,0.586,0.188,0.076,0.061,0.0,8.179,0.0,1.361,0.188,0.014,0.0,0.0,6.731
2021-10-31,0.0001127,0.267,7.885,0.091,0.078,0.0,7.099,0.0001113,0.268,7.593,0.09,0.077,0.0,8.684,0.0,0.581,0.594,0.013,0.0,0.0,7.685
2021-11-01,9.678e-06,0.159,0.733,0.087,0.086,0.0,6.848,9.676e-06,0.159,0.709,0.086,0.084,0.0,7.846,0.0,0.149,0.0,0.014,0.0,0.0,6.618
2021-11-02,4.195e-06,0.672,0.071,0.087,0.091,0.0,6.359,4.194e-06,0.674,0.069,0.086,0.089,0.0,6.075,0.0,1.163,0.0,0.014,0.0,0.0,4.238
2021-11-03,2.349e-06,0.995,0.008,0.086,0.095,0.0,5.682,2.348e-06,0.998,0.008,0.085,0.093,0.0,4.232,0.0,0.944,0.0,0.015,0.0,0.0,2.323
2021-11-04,1.414e-06,0.621,0.001,0.086,0.097,0.0,4.914,1.413e-06,0.622,0.001,0.085,0.095,0.0,2.792,0.0,0.639,0.0,0.053,0.0,0.0,1.5
2021-11-05,9.399e-07,0.437,0.0,0.086,0.098,0.0,4.37,9.394e-07,0.438,0.0,0.085,0.096,0.0,3.037,0.0,0.284,0.0,0.19,0.0,0.0,1.46
2021-11-06,6.998e-07,0.694,0.0,0.085,0.099,0.0,4.018,6.994e-07,0.696,0.0,0.085,0.097,0.0,3.982,0.0,0.513,0.0,0.273,0.0,0.0,1.839
2021-11-07,5.777e-07,0.403,0.0,0.085,0.099,0.0,3.913,5.774e-07,0.404,0.0,0.084,0.097,0.0,5.579,0.0,0.295,0.0,0.277,0.0,0.0,3.029
2021-11-08,5.149e-07,1.14,0.0,0.085,0.099,0.0,4.207,5.147e-07,1.144,0.0,0.084,0.098,0.0,7.633,0.0,0.623,0.0,0.259,0.0,0.0,4.529
2021-11-09,4.812e-07,1.487,0.0,0.084,0.099,0.0,4.547,4.811e-07,1.491,0.0,0.084,0.097,0.0,8.751,0.0,0.912,0.0,0.241,0.0,0.0,5.157
2021-11-10,4.875e-06,0.121,0.009,0.084,0.099,0.0,4.373,4.875e-06,0.122,0.009,0.084,0.097,0.0,7.0,0.0,0.09,0.009,0.226,0.0,0.0,4.909
2021-11-11,4.568e-07,0.43,0.0,0.084,0.098,0.0,4.028,4.567e-07,0.43,0.0,0.084,0.097,0.0,5.346,0.0,0.786,0.0,0.214,0.0,0.0,3.35
2021-11-12,0.0001153,0.599,12.718,0.09,0.103,0.0,4.056,0.0001153,0.6,12.718,0.089,0.101,0.0,6.217,0.0,0.968,0.44,0.203,0.0,0.0,4.302
2021-11-13,0.0001042,0.308,13.332,0.09,0.106,0.0,3.969,0.0001042,0.308,13.332,0.089,0.104,0.0,6.064,0.0,0.605,0.307,0.193,0.0,0.0,4.62
2021-11-14,1.519e-05,0.119,2.091,0.09,0.108,0.0,3.746,1.519e-05,0.119,2.091,0.089,0.106,0.0,4.657,0.0,0.257,0.007,0.253,0.0,0.0,3.593
2021-11-15,3.173e-05,0.082,3.66,0.091,0.11,0.0,3.445,3.173e-05,0.083,3.591,0.09,0.108,0.0,3.259,0.0,0.182,0.054,0.823,0.0,0.0,2.369
2021-11-16,3.74e-06,0.349,0.297,0.09,0.11,0.115,2.832,3.734e-06,0.35,0.297,0.088,0.107,0.115,1.191,0.0,1.018,0.0,0.905,0.0,0.011,1.151
2021-11-17,1.572e-05,0.416,1.653,0.09,0.111,0.115,2.28,1.577e-05,0.416,1.598,0.087,0.106,0.115,1.262,1.111e-05,1.105,1.175,0.742,0.0,0.229,0.813
2021-11-18,8.429e-05,0.201,12.062,0.091,0.113,0.0,2.607,8.429e-05,0.201,10.349,0.091,0.109,0.0,5.505,4.99e-05,-0.109,5.733,0.611,0.0,0.218,2.846
2021-11-19,2.217e-05,0.26,3.348,0.091,0.114,0.0,2.27,2.216e-05,0.26,3.1,0.091,0.111,0.0,2.732,8.363e-06,0.556,0.404,0.663,0.0,0.527,1.02
2021-11-20,3.349e-06,0.159,0.257,0.09,0.113,0.006,1.81,3.339e-06,0.159,0.257,0.089,0.11,0.006,1.325,9.939e-07,0.3,0.034,1.032,0.0,0.792,0.807
2021-11-21,5.445e-06,0.078,0.402,0.091,0.114,0.006,1.926,5.462e-06,0.078,0.361,0.09,0.111,0.006,3.279,0.003238,-0.091,0.255,1.699,0.0,0.46,2.201
2021-11-22,2.47e-05,0.064,3.381,0.091,0.114,0.0,1.733,2.47e-05,0.064,3.324,0.091,0.112,0.0,2.849,0.007453,0.057,0.433,2.252,0.0,0.485,1.632
2021-11-23,2.147e-06,0.196,0.234,0.09,0.114,0.073,1.005,2.053e-06,0.196,0.234,0.067,0.092,0.073,-1.027,0.01187,0.95,0.0,2.452,0.0,0.62,0.332
2021-11-24,2.424e-06,0.077,0.023,0.086,0.111,0.383,0.288,2.267e-06,0.077,0.023,0.067,0.077,0.383,-1.473,0.01609,0.597,0.0,2.456,0.0,1.238,0.303
2021-11-25,1.592e-05,0.0,1.805,0.085,0.109,0.935,0.109,1.639e-05,0.0,1.891,0.089,0.085,0.935,0.506,0.01982,0.014,0.81,2.297,0.0,2.848,0.33
2021-11-26,2.188e-05,0.0,1.844,0.084,0.106,3.23,0.025,2.17e-05,0.0,1.802,0.091,0.093,3.23,0.99,0.02281,0.057,1.519,2.014,0.0,6.157,0.317
2021-11-27,4.019e-06,0.187,0.13,0.064,0.086,5.862,-0.54,3.957e-06,0.187,0.129,0.067,0.078,5.862,-0.302,0.02508,0.561,0.117,1.733,0.0,9.045,0.254
2021-11-28,6.911e-07,0.721,0.013,0.057,0.068,6.512,-1.276,6.664e-07,0.721,0.013,0.067,0.066,6.512,-0.912,0.0268,0.654,0.012,1.504,0.0,9.667,0.198
2021-11-29,1.749e-06,0.0,0.001,0.051,0.052,6.748,-1.998,1.762e-06,0.0,0.001,0.066,0.058,6.748,-1.252,0.02809,0.134,0.001,1.327,0.0,10.025,0.143
2021-11-30,2.762e-07,0.424,0.0,0.051,0.04,6.984,-2.442,3.16e-07,0.424,0.0,0.066,0.052,6.984,-0.814,0.02904,0.185,0.0,1.188,0.0,10.426,0.066
2021-12-01,1.51e-06,0.0,0.0,0.051,0.032,7.22,-2.612,1.569e-06,0.0,0.0,0.067,0.047,7.22,-0.076,0.02973,-0.029,0.0,1.078,0.0,10.807,0.047
2021-12-02,4.499e-05,0.0,8.099,0.051,0.025,4.881,-2.464,4.071e-05,0.0,6.868,0.091,0.066,4.881,0.877,0.03024,-0.112,2.287,0.989,0.0,12.159,0.128
2021-12-03,2.194e-06,0.0,0.54,0.051,0.021,2.356,-2.802,2.147e-06,0.0,0.465,0.067,0.057,2.356,-0.946,0.03053,0.002,0.167,0.916,0.0,13.33,0.101
2021-12-04,2.792e-06,0.0,0.053,0.051,0.017,2.806,-3.425,2.813e-06,0.0,0.046,0.059,0.047,2.806,-2.099,0.03071,0.016,0.016,0.854,0.0,13.941,-0.035
2021-12-05,4.955e-06,0.0,0.006,0.051,0.015,4.206,-3.664,5.023e-06,0.0,0.005,0.067,0.044,4.206,-1.071,0.03078,-0.029,0.002,0.801,0.0,15.487,-0.092
2021-12-06,0.000222,0.328,35.794,0.051,0.013,2.603,-3.198,0.000218,0.328,34.661,0.092,0.064,2.603,2.024,0.03091,0.459,18.681,0.756,0.0,23.004,0.1
2021-12-07,9.052e-06,0.248,2.378,0.051,0.012,0.087,-3.353,9.236e-06,0.249,2.349,0.067,0.056,0.087,-1.562,0.03066,0.416,1.555,0.716,0.0,29.423,0.155
2021-12-08,4.275e-06,0.277,0.233,0.051,0.011,0.174,-3.78,4.33e-06,0.277,0.229,0.051,0.043,0.174,-4.198,0.03049,0.21,0.141,0.681,0.0,29.442,0.133
2021-12-09,2.629e-06,0.0,0.026,0.042,0.01,0.212,-4.268,2.688e-06,0.0,0.025,0.051,0.034,0.212,-5.336,0.03027,-0.035,0.015,0.649,0.0,29.613,0.099
2021-12-10,2.01e-06,0.0,0.003,0.042,0.009,0.448,-4.475,2.062e-06,0.0,0.003,0.051,0.027,0.448,-2.501,0.03001,-0.054,0.002,0.621,0.0,29.979,0.107
2021-12-11,0.0001295,0.518,19.648,0.051,0.009,0.323,-3.712,5.554e-05,0.519,2.479,0.092,0.051,0.323,3.745,0.02983,0.806,16.687,0.597,0.0,31.234,0.187
2021-12-12,5.822e-06,0.0,1.364,0.051,0.008,0.0,-3.086,2.692e-05,0.0,6.136,0.094,0.071,0.0,1.617,0.02948,-0.077,2.947,0.616,0.0,31.476,0.239
2021-12-13,2.507e-06,0.903,0.129,0.051,0.008,0.0,-2.254,1.114e-05,0.906,2.357,0.092,0.083,0.0,2.948,0.02911,0.641,1.245,0.552,0.0,29.979,0.285
2021-12-14,1.289e-06,0.352,0.014,0.051,0.008,0.0,-2.343,1.897e-05,0.354,4.255,0.067,0.07,0.0,-0.369,0.02872,0.047,0.116,0.531,0.0,29.241,0.281
2021-12-15,1.18e-05,0.016,1.176,0.051,0.008,0.0,-2.42,1.312e-05,0.016,1.675,0.067,0.061,0.0,-0.459,0.02834,-0.161,1.54,0.513,0.0,29.467,0.278
2021-12-16,5.082e-05,0.028,7.602,0.051,0.008,0.0,-1.436,4.768e-05,0.028,6.879,0.092,0.076,0.0,5.563,0.028,-0.418,15.01,0.502,0.0,26.063,0.329
2021-12-17,8.943e-06,0.013,1.477,0.059,0.01,0.0,-0.974,3.189e-05,0.013,6.395,0.094,0.089,0.0,4.128,0.02758,-0.284,7.326,0.508,0.0,19.645,0.356
2021-12-18,6.633e-06,0.0,0.117,0.052,0.01,1.194,-1.227,9.968e-06,0.0,0.897,0.067,0.074,1.194,-0.335,0.02712,0.081,0.574,0.465,0.0,18.078,0.3
2021-12-19,1.581e-06,0.23,0.012,0.051,0.009,2.588,-2.184,2.557e-06,0.23,0.076,0.059,0.059,2.588,-2.753,0.02667,0.79,0.054,0.451,0.0,19.428,0.213
2021-12-20,1.033e-06,0.0,0.001,0.051,0.009,2.875,-3.264,1.576e-06,0.0,0.008,0.051,0.046,2.875,-3.203,0.02623,0.019,0.006,0.44,0.0,19.746,0.161
2021-12-21,1.968e-06,0.0,0.0,0.051,0.009,3.362,-3.351,2.309e-06,0.0,0.001,0.067,0.043,3.362,-0.75,0.0258,-0.043,0.001,0.433,0.0,20.274,0.187
2021-12-22,1.443e-06,0.082,0.0,0.051,0.008,4.062,-3.608,1.678e-06,0.082,0.0,0.066,0.041,4.062,-0.803,0.02538,0.369,0.0,0.428,0.0,20.894,0.155
2021-12-23,1.399e-06,0.0,0.0,0.042,0.008,4.625,-4.684,1.549e-06,0.0,0.0,0.051,0.032,4.625,-3.939,0.02496,0.054,0.0,0.423,0.0,21.443,-0.013
2021-12-24,5.515e-08,0.297,0.0,0.041,0.008,4.888,-5.437,1.531e-07,0.297,0.0,0.051,0.026,4.888,-2.826,0.02456,0.185,0.0,0.418,0.0,21.737,-0.25
2021-12-25,1.371e-05,0.0,0.0,0.041,0.007,7.924,-5.454,1.38e-05,0.0,0.0,0.066,0.028,7.924,-0.814,0.02418,-0.037,0.0,0.41,0.0,24.604,-0.154
2021-12-26,4.225e-06,0.0,0.0,0.041,0.007,11.911,-5.33,4.322e-06,0.0,0.0,0.066,0.03,11.911,-0.544,0.02377,-0.054,0.0,0.401,0.0,28.466,-0.115
2021-12-27,4.875e-06,0.0,0.0,0.0,0.005,13.961,-5.551,4.963e-06,0.0,0.0,0.06,0.027,13.961,-0.961,0.02337,-0.07,0.0,0.392,0.0,30.621,-0.112
2021-12-28,2.672e-06,0.227,0.0,0.041,0.006,15.661,-5.435,2.765e-06,0.227,0.0,0.066,0.029,15.661,-0.247,0.02297,0.443,0.0,0.381,0.0,32.281,-0.094
2021-12-29,2.672e-06,0.0,0.0,0.041,0.006,16.798,-5.319,2.77e-06,0.0,0.0,0.066,0.03,16.798,-0.186,0.02257,0.068,0.0,0.371,0.0,33.309,-0.058
2021-12-30,1.571e-06,0.204,0.0,0.042,0.006,17.685,-4.961,1.727e-06,0.204,0.0,0.081,0.044,17.685,0.273,0.02217,0.485,0.0,0.36,0.0,34.158,0.049
2021-12-31,2.497e-07,0.0,0.0,0.049,0.006,18.043,-4.556,4.485e-07,0.0,0.0,0.081,0.055,18.043,0.496,0.02176,-0.037,0.0,0.349,0.0,34.54,0.104
2022-01-01,3.601e-05,0.0,8.179,0.05,0.007,13.518,-4.086,2.702e-06,0.0,0.161,0.086,0.066,13.518,0.882,0.02136,0.231,0.233,0.339,0.0,34.877,0.174
2022-01-02,5.656e-06,0.038,0.543,0.042,0.007,9.835,-4.886,3.969e-06,0.038,0.0,0.059,0.053,9.835,-1.478,0.02096,0.359,0.006,0.329,0.0,35.843,0.144
2022-01-03,9.754e-07,0.056,0.053,0.0,0.005,10.685,-6.346,1.712e-07,0.056,0.0,0.051,0.041,10.685,-3.739,0.02055,0.135,0.001,0.32,0.0,36.564,0.025
2022-01-04,1.822e-06,0.0,0.006,0.0,0.004,10.942,-7.424,1.456e-06,0.0,0.0,0.051,0.032,10.942,-2.603,0.02016,0.088,0.0,0.312,0.0,36.862,-0.118
2022-01-05,8.632e-06,0.0,0.001,0.0,0.003,13.099,-6.87,8.564e-06,0.0,0.0,0.081,0.046,13.099,0.079,0.01977,-0.001,0.013,0.304,0.0,38.785,-0.014
2022-01-06,8.287e-06,0.0,0.0,0.0,0.002,16.849,-6.167,8.384e-06,0.0,0.0,0.081,0.055,16.849,0.397,0.01938,0.248,0.001,0.297,0.0,42.179,0.102
2022-01-07,4.918e-06,0.281,0.0,0.0,0.001,19.799,-6.555,5.036e-06,0.281,0.0,0.06,0.046,19.799,-0.895,0.019,0.736,0.0,0.291,0.0,44.806,0.107
2022-01-08,3.683e-08,0.0,0.0,0.0,0.001,20.899,-7.438,1.568e-07,0.0,0.0,0.059,0.038,20.899,-1.629,0.01862,0.175,0.0,0.285,0.0,45.733,0.08
2022-01-09,1.412e-05,0.0,0.0,0.0,0.001,24.035,-7.048,1.43e-05,0.0,0.0,0.08,0.048,24.035,0.089,0.01827,-0.022,0.001,0.28,0.0,48.767,0.122
2022-01-10,2.312e-07,0.0,0.0,0.0,0.001,27.222,-7.864,3.863e-07,0.0,0.0,0.059,0.04,27.222,-1.2,0.01789,0.095,0.0,0.274,0.0,51.845,0.112
2022-01-11,6.053e-09,0.0,0.0,0.0,0.0,27.272,-9.159,1.299e-07,0.0,0.0,0.051,0.032,27.272,-2.503,0.01754,0.213,0.0,0.269,0.0,51.955,0.049
2022-01-12,5.292e-06,0.0,0.0,0.0,0.0,28.472,-9.558,5.403e-06,0.0,0.0,0.059,0.028,28.472,-1.258,0.0172,-0.005,0.0,0.265,0.0,53.063,0.032
2022-01-13,8.156e-06,0.043,0.0,0.0,0.0,31.522,-9.137,8.276e-06,0.043,0.0,0.066,0.03,31.522,-0.403,0.01687,0.254,0.0,0.26,0.0,55.885,0.064
2022-01-14,8.828e-07,0.0,0.0,0.0,0.0,33.552,-9.959,9.902e-07,0.0,0.0,0.059,0.026,33.552,-1.327,0.01653,0.035,0.0,0.256,0.0,57.855,0.06
2022-01-15,8.266e-10,0.035,0.0,0.0,0.0,33.732,-11.156,8.806e-08,0.035,0.0,0.051,0.021,33.732,-2.504,0.01621,0.158,0.0,0.251,0.0,58.108,0.022
2022-01-16,5.488e-10,0.262,0.0,0.0,0.0,33.732,-11.96,7.29e-08,0.262,0.0,0.051,0.018,33.732,-1.833,0.0159,0.31,0.0,0.247,0.0,58.156,-0.01
2022-01-17,2.578e-05,0.001,0.0,0.0,0.0,39.519,-11.362,2.587e-05,0.001,0.0,0.066,0.022,39.519,-0.267,0.01562,0.165,0.0,0.243,0.0,63.733,0.023
2022-01-18,2.656e-10,0.446,0.0,0.0,0.0,45.306,-11.84,8.64e-08,0.446,0.0,0.059,0.021,45.306,-1.058,0.0153,0.511,0.0,0.239,0.0,69.28,0.036
2022-01-19,1.322e-06,0.0,0.0,0.0,0.0,45.542,-12.104,1.405e-06,0.0,0.0,0.06,0.02,45.542,-0.72,0.01501,-0.062,0.0,0.236,0.0,69.576,0.045
2022-01-20,6.612e-07,0.0,0.0,0.0,0.0,45.928,-12.441,7.406e-07,0.0,0.0,0.059,0.02,45.928,-0.892,0.01472,0.019,0.0,0.232,0.0,70.054,0.05
2022-01-21,1.083e-10,0.109,0.0,0.0,0.0,46.078,-13.383,6.663e-08,0.109,0.0,0.051,0.016,46.078,-1.913,0.01444,0.049,0.0,0.229,0.0,70.251,0.027
2022-01-22,8.408e-11,0.194,0.0,0.0,0.0,46.078,-14.115,5.722e-08,0.194,0.0,0.051,0.014,46.078,-1.643,0.01417,0.028,0.0,0.225,0.0,70.293,0.008
2022-01-23,2.204e-07,0.0,0.0,0.0,0.0,46.086,-14.187,2.813e-07,0.0,0.0,0.059,0.015,46.086,-1.156,0.01391,-0.085,0.0,0.222,0.0,70.41,0.014
2022-01-24,5.418e-11,0.231,0.0,0.0,0.0,46.094,-14.643,5.308e-08,0.231,0.0,0.051,0.013,46.094,-1.521,0.01365,0.07,0.0,0.219,0.0,70.52,0.005
2022-01-25,4.511e-11,0.547,0.0,0.0,0.0,46.094,-14.319,5.783e-08,0.547,0.0,0.059,0.014,46.094,-0.88,0.0134,0.113,0.0,0.216,0.0,70.501,0.015
2022-01-26,3.851e-11,0.157,0.0,0.0,0.0,46.094,-14.885,5.078e-08,0.157,0.0,0.051,0.012,46.094,-1.784,0.01316,0.035,0.0,0.213,0.0,70.487,-0.014
2022-01-27,3.357e-11,0.241,0.0,0.0,0.0,46.094,-15.177,4.562e-08,0.241,0.0,0.051,0.011,46.094,-1.357,0.01292,0.047,0.0,0.211,0.0,70.508,-0.033
2022-01-28,1.322e-06,0.0,0.0,0.0,0.0,46.33,-15.268,1.374e-06,0.0,0.0,0.058,0.013,46.33,-1.155,0.01269,-0.013,0.0,0.208,0.0,70.813,-0.04
2022-01-29,2.701e-11,0.099,0.0,0.0,0.0,46.566,-15.595,4.672e-08,0.099,0.0,0.051,0.011,46.566,-1.738,0.01247,0.071,0.0,0.206,0.0,71.14,-0.063
2022-01-30,2.483e-11,0.335,0.0,0.0,0.0,46.566,-15.61,4.265e-08,0.334,0.0,0.051,0.01,46.566,-1.425,0.01225,0.08,0.0,0.204,0.0,71.165,-0.082
2022-01-31,2.313e-11,0.355,0.0,0.0,0.0,46.566,-15.323,4.998e-08,0.354,0.0,0.058,0.012,46.566,-1.027,0.01204,0.047,0.0,0.201,0.0,71.165,-0.089
2022-02-01,2.204e-07,0.007,0.0,0.0,0.0,46.574,-14.651,2.913e-07,0.007,0.0,0.065,0.017,46.574,-0.45,0.01183,0.022,0.0,0.199,0.0,71.232,-0.062
2022-02-02,7.746e-05,0.0,16.09,0.0,0.0,39.326,-12.97,1.221e-05,0.0,0.373,0.067,0.023,39.326,0.732,0.01166,0.063,2.442,0.197,0.0,71.97,0.057
2022-02-03,2.324e-05,0.181,1.059,0.0,0.0,36.52,-12.269,1.972e-05,0.181,0.0,0.068,0.027,36.52,0.097,0.01146,0.762,0.506,0.195,0.0,76.35,0.108
2022-02-04,1.462e-05,0.0,0.104,0.0,0.0,43.807,-12.075,1.288e-05,0.0,0.0,0.06,0.025,43.807,-0.65,0.01126,0.13,0.043,0.193,0.0,82.774,0.144
2022-02-05,1.375e-06,0.1,0.011,0.0,0.0,46.744,-12.486,5.33e-07,0.1,0.0,0.059,0.023,46.744,-1.217,0.01106,0.345,0.004,0.19,0.0,85.548,0.144
2022-02-06,6.948e-07,0.0,0.001,0.0,0.0,46.853,-12.76,3.07e-07,0.0,0.0,0.059,0.021,46.853,-0.969,0.01088,0.08,0.0,0.188,0.0,85.579,0.138
2022-02-07,2.004e-06,0.0,0.0,0.0,0.0,47.257,-11.903,1.865e-06,0.0,0.0,0.067,0.025,47.257,0.039,0.01071,0.067,0.0,0.186,0.0,85.822,0.161
